doc,class
product_type-shirt color-pattern color-brown color_group-pattern color_group-dark color_group-warm_color neckline-point_collar neckline-button_collar cut-pocket fit-relaxed fit-oversized,1
product_type-shirt sleeve_style-short_sleeve style-retro color-pattern color-blue neckline-collar cut-button fit-regular,1
product_type-shirt cut-hood cut-drawstring cut-pocket color-black color-off_white color_group-dark color_group-pale neckline-point_collar neckline-button_collar fit-regular_fit,1
product_type-shirt fit-slim sleeve_style-short_sleeve color-pattern color-blue color_group-pattern color_group-bright color_group-dark color_group-cool_color cut-button cut-narrow neckline-point_collar,1
product_type-shirt fit-regular fit-slim neckline-collar neckline-button_collar color-blue color_group-bright color_group-dark color_group-cool_color,1
product_type-shirt color-pattern color-white color_group-pattern color_group-pale fit-slim neckline-button_collar cut-narrow,1
product_type-shirt sleeve_style-short_sleeve neckline-reverecollar neckline-button_collar color-blue color_group-dark fit-regular,1
product_type-shirt color-pattern color-white color_group-pale sleeve_style-short_sleeve neckline-reverecollar neckline-button_collar fit-regular,1
product_type-shirt fit-regular_fit neckline-reverecollar neckline-button_collar color-pattern,1
product_type-shirt fit-slim fabric-cotton color-pattern neckline-point_collar neckline-button_collar,1
product_type-shirt fabric-jersey neckline-grandad neckline-collar cut-button fit-regular color-black color_group-dark,1
product_type-shirt fit-oversized fit-regular color-pattern color-black color_group-pattern color_group-dark neckline-reverecollar neckline-button_collar style-classic,1
product_type-shirt fabric-denim color-blue color_group-pale cut-button_down cut-pocket neckline-button_collar fit-regular,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-black color_group-pattern color_group-dark neckline-reverecollar neckline-button_collar cut-pocket fit-regular_fit style-classic,1
product_type-shirt fit-slim color-pattern color-blue color_group-pattern cut-button_down cut-narrow neckline-button_collar,1
product_type-shirt fit-muscle_fit fabric-jersey neckline-grandad neckline-collar neckline-button_collar color-brown color_group-pale cut-closecut,1
product_type-shirt color-pattern color-pink color_group-pattern neckline-reverecollar neckline-button_collar cut-pocket fit-regular,1
product_type-shirt color-blue cut-button_down cut-pocket neckline-button_collar fit-regular_fit style-classic,1
product_type-shirt sleeve_style-short_sleeve color-pattern neckline-point_collar neckline-button_collar cut-button fit-regular_fit style-classic,1
product_type-shirt fabric-poplin cut-button_down cut-pocket cut-narrow neckline-collar neckline-button_collar fit-slim color-blue color_group-pale,1
product_type-shirt color-pattern color-black color_group-dark sleeve_style-short_sleeve neckline-point_collar neckline-button_collar fit-regular_fit fit-classicfit,1
product_type-shirt color-pattern color-pink neckline-button_collar fit-regular,1
product_type-shirt fit-skinny fabric-poplin color-white color_group-pale neckline-point_collar neckline-button_collar,1
product_type-shirt fit-regular_fit color-pattern color-blue color-green color_group-pattern cut-button neckline-collar sleeve_style-short_sleeve,1
product_type-shirt sleeve_style-short_sleeve color-blue color_group-dark cut-button_down cut-button neckline-collar fit-regular style-classic,1
product_type-shirt color-pattern color-white color-black color_group-pattern color_group-pale color_group-dark fit-relaxed fit-regular cut-pocket neckline-point_collar neckline-button_collar style-classic,1
product_type-shirt color-pattern color-blue style-classic neckline-point_collar sleeve_style-short_sleeve cut-button cut-pocket fit-regular_fit,1
product_type-shirt sleeve_style-short_sleeve neckline-button_collar cut-pocket color-orange color_group-bright color_group-warm_color fit-regular,1
product_type-shirt neckline-reverecollar neckline-button_collar color-pattern color-gray style-classic fit-regular,1
product_type-shirt neckline-button_collar cut-pocket fit-regular color-red,1
product_type-shirt fit-slim neckline-reverecollar color-pattern color-pink color-white color-green color_group-pattern color_group-pale cut-pocket cut-button cut-narrow,1
product_type-shirt fit-slim fabric-cotton neckline-point_collar neckline-button_collar cut-narrow color-black color_group-dark,1
product_type-shirt fabric-poplin sleeve_style-short_sleeve cut-button_down cut-button neckline-collar fit-regular style-classic color-brown color_group-pale color_group-dark color_group-warm_color,1
product_type-shirt color-pattern color_group-pattern neckline-point_collar neckline-button_collar fit-regular_fit fit-classicfit,1
product_type-shirt sleeve_style-short_sleeve fabric-viscose color-pattern color-purple color_group-pattern neckline-point_collar neckline-button_collar fit-regular_fit style-classic,1
product_type-shirt fabric-cotton fit-regular_fit neckline-point_collar neckline-button_collar style-classic color-blue color_group-bright,1
product_type-shirt fit-regular_fit fabric-cotton neckline-button_collar cut-pocket,1
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark neckline-button_collar cut-pocket fit-regular_fit,1
product_type-shirt color-blue neckline-reverecollar cut-button cut-pocket fit-regular_fit,1
product_type-shirt fit-oversized color-blue color-pattern color_group-pattern neckline-point_collar neckline-button_collar cut-pocket,1
product_type-shirt sleeve_style-long_sleeve fit-slim color-pattern color-white color_group-pale neckline-button_collar cut-narrow,1
product_type-shirt fit-muscle_fit fabric-jersey neckline-grandad neckline-collar neckline-button_collar color-brown cut-closecut,1
product_type-shirt color-blue color_group-bright color_group-cool_color color_group-dark cut-pocket neckline-point_collar neckline-button_collar fit-regular style-classic,1
product_type-shirt sleeve_style-long_sleeve color-black color-pattern color_group-dark neckline-reverecollar neckline-button_collar fit-regular style-classic,1
product_type-shirt cut-pocket color-yellow color_group-dark neckline-point_collar neckline-button_collar fit-regular,1
product_type-shirt color-red color-pattern neckline-reverecollar neckline-button_collar fit-regular_fit,1
product_type-shirt color-blue fabric-denim neckline-point_collar cut-pocket cut-button fit-regular style-classic,1
product_type-shirt color-pattern color-white color_group-pattern color_group-pale neckline-collar cut-button fit-regular_fit,1
product_type-shirt neckline-grandad neckline-collar cut-button cut-narrow sleeve_style-long_sleeve fit-slim color-white color_group-pale,1
product_type-shirt fabric-denim neckline-collar cut-pocket fit-regular_fit,1
product_type-shirt fit-slim color-pattern color-brown color_group-pattern color_group-dark fabric-woven neckline-point_collar neckline-button_collar,1
product_type-shirt fit-slim color-pattern color-green color_group-pattern color_group-bright neckline-button_collar cut-narrow,1
product_type-shirt neckline-reverecollar neckline-button_collar color-pattern color-green color_group-pattern fit-regular_fit style-classic,1
product_type-shirt fit-regular color-pattern color-brown color_group-pattern neckline-reverecollar cut-button style-classic,1
product_type-shirt fit-slim cut-button cut-narrow neckline-point_collar neckline-button_collar color-blue color_group-dark,1
product_type-shirt fit-slim color-pattern color_group-pattern cut-narrow neckline-button_collar,1
product_type-shirt sleeve_style-short_sleeve color-pattern color_group-pattern neckline-grandad neckline-button_collar cut-pocket fit-regular_fit,1
product_type-shirt sleeve_style-short_sleeve color-blue color_group-dark cut-pocket neckline-point_collar neckline-button_collar fit-regular_fit style-classic,1
product_type-shirt fit-slim fabric-woven neckline-point_collar neckline-button_collar sleeve_style-long_sleeve color-blue color_group-pale,1
product_type-shirt color-pattern color-white color_group-pale sleeve_style-short_sleeve neckline-button_collar cut-pocket fit-regular,1
product_type-shirt sleeve_style-short_sleeve cut-pocket cut-button_down color-blue neckline-button_collar fit-regular_fit,1
product_type-shirt fit-musclefit fabric-denim color-gray cut-button_down cut-button cut-closecut neckline-collar,1
product_type-shirt fit-regular color-blue color-pattern color_group-pattern neckline-point_collar neckline-button_collar,1
product_type-shirt neckline-grandad neckline-collar neckline-button_collar color-pattern color-blue color_group-pattern cut-pocket fit-regular_fit,1
product_type-shirt sleeve_style-long_sleeve cut-button_down cut-pocket neckline-button_collar fit-regular_fit color-gray color_group-pale,1
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark neckline-reverecollar neckline-button_collar fit-regular,1
product_type-shirt fit-regular_fit color-pattern color-pink color_group-pattern cut-button_down neckline-button_collar,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-blue color_group-dark cut-button_down cut-pocket neckline-button_collar fit-regular_fit style-classic,1
product_type-shirt color-blue color_group-bright color_group-dark color_group-cool_color style-classic neckline-point_collar neckline-button_collar fit-regular,1
product_type-shirt neckline-reverecollar neckline-button_collar color-pattern color-blue color_group-bright color_group-dark color_group-cool_color sleeve_style-short_sleeve cut-pocket fit-regular style-classic,1
product_type-shirt sleeve_style-short_sleeve neckline-reverecollar color-pattern cut-button fit-regular_fit fabric-denim,1
product_type-shirt fit-slim color-pattern color-blue color_group-pattern neckline-button_collar,1
product_type-shirt color-blue color_group-dark fabric-jersey neckline-point_collar neckline-button_collar sleeve_style-long_sleeve fit-regular_fit,1
product_type-shirt activity-skateboarding color-pattern color-blue color_group-pattern sleeve_style-short_sleeve cut-pocket neckline-button_collar fit-regular_fit,1
product_type-shirt sleeve_style-short_sleeve color-blue color-pattern neckline-collar cut-button fit-regular fit-loose fit-skinny,1
product_type-shirt color-white color-pattern color_group-pale color_group-pattern neckline-point_collar neckline-button_collar cut-pocket fit-relaxed fit-oversized,1
product_type-shirt neckline-reverecollar fit-regular fabric-jersey color-blue color_group-bright color_group-dark color_group-cool_color cut-button style-classic,1
product_type-shirt color-pattern color-yellow color_group-pattern neckline-point_collar neckline-button_collar fit-relaxed fit-oversized,1
product_type-shirt fit-regular fabric-denim color-blue color_group-pale color_group-bright color_group-cool_color neckline-reverecollar neckline-button_collar,1
product_type-shirt color-pattern color-blue neckline-point_collar neckline-button_collar sleeve_style-short_sleeve cut-cuff cut-pocket fit-regular_fit,1
product_type-shirt color-pattern color-black color_group-dark fit-slim neckline-point_collar neckline-button_collar cut-narrow,1
product_type-shirt sleeve_style-long_sleeve color-green color-pattern color_group-pattern neckline-reverecollar neckline-button_collar fit-regular,1
product_type-shirt fit-slim color-blue cut-button_down cut-pocket cut-narrow neckline-collar fabric-denim,1
product_type-shirt sleeve_style-short_sleeve neckline-grandad neckline-collar cut-button fit-regular color-blue color_group-bright color_group-cool_color,1
product_type-shirt fit-slim color-pattern color-blue color_group-pattern color_group-dark neckline-point_collar neckline-button_collar cut-narrow,1
product_type-shirt color-pattern color_group-pattern fit-regular neckline-button_collar cut-pocket,1
product_type-shirt fit-slim color-pattern color-blue color_group-pattern color_group-dark cut-button_down cut-narrow neckline-button_collar,1
product_type-shirt neckline-reverecollar neckline-button_collar color-pattern color-green fit-regular,1
product_type-shirt neckline-grandad neckline-collar cut-button cut-pocket fit-regular_fit,1
product_type-shirt fit-muscle_fit fit-slim fabric-jersey neckline-grandad neckline-collar color-blue color_group-dark cut-button,1
product_type-shirt sleeve_style-short_sleeve fabric-denim color-blue color_group-pale neckline-point_collar neckline-button_collar cut-pocket cut-narrow fit-slim,1
product_type-shirt fit-slim neckline-grandad neckline-collar cut-button cut-narrow,1
product_type-shirt sleeve_style-short_sleeve fabric-bamboo color-pattern neckline-button_collar fit-regular,1
product_type-shirt fit-oversized neckline-point_collar neckline-button_collar color-pattern color-white color_group-pale,1
product_type-shirt neckline-collar cut-zipper cut-pocket cut-button cut-cuff fit-regular_fit,1
product_type-shirt fit-regular color-white color-pattern color_group-pale color_group-pattern cut-button_down cut-pocket neckline-button_collar,1
product_type-shirt color-pink neckline-reverecollar neckline-button_collar cut-pocket fit-regular_fit,1
product_type-shirt color-red color-pattern cut-button_down cut-pocket neckline-collar neckline-button_collar fit-regular_fit,1
product_type-shirt neckline-reverecollar color-pattern color-orange style-classic fit-regular fit-classicfit,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-blue color_group-dark cut-onebutton cut-button_down neckline-button_collar fit-regular,1
product_type-shirt fabric-cotton cut-button_down neckline-collar neckline-button_collar color-white color_group-pale fit-slim,1
product_type-shirt color-black color-pattern color_group-dark neckline-button_collar cut-pocket fit-regular_fit fit-classicfit,1
product_type-shirt fit-slim color-blue cut-button_down cut-pocket cut-narrow neckline-button_collar,1
product_type-shirt fabric-denim fit-slim neckline-point_collar neckline-button_collar color-gray color_group-pale,1
product_type-shirt fit-slim neckline-reverecollar neckline-button_collar color-pattern color-blue color-pink color_group-dark,1
product_type-shirt fit-slim sleeve_style-short_sleeve fabric-poplin color-pink neckline-point_collar neckline-button_collar cut-pocket cut-narrow,1
product_type-shirt fit-skinny sleeve_style-short_sleeve color-purple color_group-pale neckline-point_collar neckline-button_collar,1
product_type-shirt sleeve_style-short_sleeve fabric-jersey neckline-button_collar color-blue color_group-dark fit-regular_fit,1
product_type-shirt fabric-denim color-blue color_group-bright color_group-cool_color neckline-point_collar neckline-button_collar cut-pocket fit-regular,1
product_type-shirt sleeve_style-short_sleeve fabric-twill neckline-point_collar neckline-button_collar cut-pocket fit-regular_fit color-red color_group-dark,1
product_type-shirt fit-slim neckline-reverecollar neckline-button_collar color-gray color-pink color_group-pale,1
product_type-shirt color-pattern color-blue color_group-pattern neckline-button_collar cut-pocket fit-regular_fit,1
product_type-shirt sleeve_style-short_sleeve neckline-button_collar fit-regular_fit color-green,1
product_type-shirt fit-slim color-blue color-pattern color_group-bright color_group-cool_color neckline-reverecollar neckline-button_collar cut-narrow,1
product_type-shirt sleeve_style-short_sleeve neckline-grandad neckline-collar cut-button fit-regular color-blue color_group-bright color_group-dark color_group-cool_color,1
product_type-shirt color-blue color-pattern sleeve_style-short_sleeve cut-button_down cut-pocket cut-button neckline-collar fit-regular,1
product_type-shirt color-pattern color-green neckline-reverecollar neckline-button_collar fit-regular_fit,1
product_type-shirt color-green neckline-point_collar neckline-button_collar cut-pocket fit-regular,1
product_type-shirt color-pattern color-blue cut-button neckline-point_collar neckline-button_collar sleeve_style-long_sleeve fit-regular_fit,1
product_type-shirt color-white color-pattern color_group-pale color_group-pattern cut-pocket sleeve_style-long_sleeve fit-regular,1
product_type-shirt fabric-cotton neckline-grandad neckline-button_collar sleeve_style-long_sleeve fit-regular color-white color_group-pale,1
product_type-shirt fabric-poplin color-pattern color-blue color_group-pattern color_group-pale fit-slim cut-button_down cut-pocket cut-narrow neckline-button_collar,1
product_type-shirt neckline-reverecollar neckline-button_collar sleeve_style-short_sleeve color-pattern color-black color_group-pattern color_group-dark fit-regular style-classic,1
product_type-shirt fit-slim sleeve_style-short_sleeve color-pattern color_group-pattern neckline-point_collar neckline-button_collar cut-narrow,1
product_type-shirt fit-slim color-pattern color-black color_group-pattern color_group-dark neckline-reverecollar neckline-button_collar,1
product_type-shirt fabric-flannel color-pattern color-gray color-black color_group-pattern color_group-dark cut-pocket neckline-button_collar fit-regular,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-red neckline-reverecollar neckline-button_collar fit-regular_fit,1
product_type-shirt fabric-poplin sleeve_style-long_sleeve cut-button_down neckline-button_collar fit-regular_fit style-classic,1
product_type-shirt sleeve_style-short_sleeve color-white color_group-pale cut-button_down neckline-button_collar fit-regular,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-black color_group-dark neckline-reverecollar neckline-button_collar fit-regular_fit,1
product_type-shirt sleeve_style-short_sleeve cut-buttonup cut-button_down cut-button cut-pocket color-black color_group-dark neckline-collar fit-regular,1
product_type-shirt color-pattern color-black color_group-dark neckline-button_collar fit-regular_fit style-classic,1
product_type-shirt color-pattern color-blue color_group-pattern color_group-bright color_group-cool_color sleeve_style-long_sleeve cut-button_down cut-button neckline-collar fit-regular fit-loose fit-skinny,1
product_type-shirt fit-regular color-gray color-pattern color_group-pattern cut-button neckline-button_collar,1
product_type-shirt sleeve_style-short_sleeve fit-slim cut-button_down cut-pocket cut-narrow color-white color_group-pale neckline-button_collar,1
product_type-shirt fit-slim length-mini neckline-button_collar cut-narrow,1
product_type-shirt fabric-denim cut-button_down color-blue color_group-bright color_group-cool_color neckline-point_collar fit-regular,1
product_type-shirt color-white color_group-pale neckline-point_collar cut-button fit-regular style-classic,1
product_type-shirt color-white color_group-pale fabric-velour neckline-v_neck fit-regular style-classic,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-black color_group-dark neckline-reverecollar neckline-button_collar neckline-collar cut-button_down fit-regular_fit,1
product_type-shirt color-blue neckline-point_collar neckline-button_collar cut-pocket,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-blue color_group-pattern color_group-dark neckline-reverecollar cut-button fit-regular_fit,1
product_type-shirt color-pattern color-blue color_group-pattern fit-slim fabric-cotton neckline-button_collar,1
product_type-shirt color-pattern color-black color_group-dark neckline-point_collar neckline-button_collar cut-pocket fit-regular style-classic,1
product_type-shirt color-pattern color_group-pattern fit-regular neckline-point_collar neckline-button_collar cut-pocket,1
product_type-shirt color-pattern color-blue color_group-pattern neckline-button_collar fit-regular_fit,1
product_type-shirt fit-slim fabric-poplin color-pattern color-black color_group-dark neckline-point_collar neckline-button_collar,1
product_type-shirt sleeve_style-short_sleeve activity-beach color-pattern neckline-point_collar neckline-button_collar cut-pocket fit-regular fit-classicfit,1
product_type-shirt fit-regular_fit fit-classicfit neckline-point_collar neckline-button_collar color-blue color_group-dark,1
product_type-shirt color-pattern color-green color_group-pattern neckline-point_collar neckline-button_collar cut-pocket fit-relaxed fit-oversized,1
product_type-shirt color-pattern color-black color_group-dark sleeve_style-short_sleeve neckline-reverecollar neckline-button_collar fit-regular style-classic,1
product_type-shirt sleeve_style-short_sleeve color-blue neckline-button_collar fit-regular_fit,1
product_type-shirt fit-slim cut-button_down cut-button cut-narrow neckline-button_collar,1
product_type-shirt fit-slim color-blue color-pattern color_group-pattern cut-button_down cut-narrow neckline-button_collar,1
product_type-shirt fit-slim neckline-reverecollar neckline-button_collar color-purple color-pattern sleeve_style-short_sleeve cut-narrow,1
product_type-shirt color-pattern color-blue sleeve_style-short_sleeve neckline-point_collar neckline-button_collar fit-regular_fit style-classic,1
product_type-shirt fit-slim color-pink color-pattern neckline-reverecollar neckline-button_collar cut-narrow,1
product_type-shirt color-blue color_group-bright color_group-cool_color sleeve_style-long_sleeve neckline-point_collar neckline-button_collar cut-pocket fit-regular,1
product_type-shirt neckline-reverecollar fabric-viscose sleeve_style-short_sleeve color-pink cut-button fit-regular,1
product_type-shirt neckline-grandad neckline-collar fit-slim cut-button cut-narrow sleeve_style-long_sleeve color-black color_group-dark,1
product_type-shirt color-pattern color-brown color_group-pattern color_group-pale fit-regular fabric-cotton fabric-flannel neckline-point_collar neckline-button_collar,1
product_type-shirt fit-slim cut-button_down cut-narrow neckline-button_collar,1
product_type-shirt fit-oversized color-pattern color-blue color_group-pattern color_group-dark cut-button style-classic neckline-point_collar neckline-button_collar,1
product_type-shirt color-white color_group-pale neckline-point_collar neckline-button_collar fit-regular_fit style-classic,1
product_type-shirt fit-muscle_fit fabric-denim cut-zipper cut-pocket color-white color_group-pale neckline-point_collar,1
product_type-shirt fit-regular_fit neckline-point_collar neckline-button_collar cut-pocket style-classic color-red color_group-dark,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-black color_group-dark neckline-reverecollar neckline-button_collar cut-pocket fit-regular,1
product_type-shirt sleeve_style-short_sleeve fit-super_skinny color-pink neckline-button_collar,1
product_type-shirt fit-regular color-red color-pattern color_group-pattern cut-button_down cut-pocket neckline-button_collar,1
product_type-shirt color-black color-pattern color_group-dark color_group-pattern neckline-reverecollar cut-button fit-regular,1
product_type-shirt fit-regular color-blue color_group-dark neckline-point_collar neckline-button_collar style-classic,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-white color_group-pale cut-button_down neckline-button_collar fit-regular_fit,1
product_type-shirt fit-slim color-pattern color-blue color_group-pattern cut-narrow neckline-button_collar,1
product_type-shirt fit-skinny fabric-poplin color-blue color_group-pale neckline-point_collar neckline-button_collar,1
product_type-shirt neckline-reverecollar neckline-button_collar sleeve_style-short_sleeve color-pattern color-green cut-cuff fit-regular_fit style-classic,1
product_type-shirt sleeve_style-short_sleeve neckline-grandad neckline-collar color-brown cut-button fit-regular,1
product_type-shirt activity-beach color-pattern color-white color_group-pale neckline-point_collar neckline-button_collar cut-pocket fit-regular fit-classicfit,1
product_type-shirt fit-slim neckline-grandad neckline-button_collar cut-narrow color-white color_group-pale,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-black color_group-pattern color_group-dark cut-pocket neckline-point_collar neckline-button_collar fit-regular_fit style-classic,1
product_type-shirt sleeve_style-short_sleeve color-pattern color_group-pattern cut-pocket neckline-point_collar neckline-button_collar fit-regular_fit style-classic fabric-denim,1
product_type-shirt sleeve_style-short_sleeve neckline-grandad neckline-collar color-white color_group-pale cut-button cut-pocket fit-regular,1
product_type-shirt color-off_white color_group-pale color_group-warm_color neckline-collar neckline-grandad neckline-button_collar cut-pocket fit-regular,1
product_type-shirt sleeve_style-short_sleeve fit-slim fabric-poplin color-white color_group-pale cut-button_down cut-narrow neckline-button_collar,1
product_type-shirt fabric-cotton cut-button_down cut-narrow neckline-collar neckline-button_collar color-black color_group-dark fit-slim,1
product_type-shirt sleeve_style-short_sleeve color-red color-blue color_group-dark cut-pocket neckline-point_collar neckline-button_collar fit-regular_fit style-classic,1
product_type-shirt fit-slim fabric-cotton neckline-point_collar neckline-button_collar cut-button cut-narrow,1
product_type-shirt fit-slim color-pattern color-blue color_group-pattern color_group-dark cut-button_down cut-narrow neckline-button_collar,1
product_type-shirt fit-slim fabric-cotton color-blue color_group-dark cut-button_down cut-narrow neckline-button_collar,1
product_type-shirt color-white color_group-pale neckline-button_collar fit-regular,1
product_type-shirt fabric-jersey fit-slim neckline-button_collar cut-narrow color-gray color_group-pale,1
product_type-shirt fit-muscle_fit fit-regular cut-distressed color-green color_group-cool_color neckline-point_collar neckline-button_collar,1
product_type-shirt fabric-waffle sleeve_style-short_sleeve color-blue color_group-bright color_group-dark color_group-cool_color neckline-button_collar fit-regular,1
product_type-shirt fit-slim color-pattern color-blue color_group-pattern neckline-point_collar neckline-button_collar cut-button cut-pocket cut-narrow,1
product_type-shirt sleeve_style-short_sleeve neckline-grandad neckline-collar color-white color_group-pale cut-button cut-pocket fit-regular fit-loose fit-skinny,1
product_type-shirt fit-regular_fit fabric-flannel color-red neckline-button_collar cut-pocket,1
product_type-shirt fit-slim fabric-poplin fabric-weave fabric-cotton color-blue color_group-dark cut-button_down cut-button cut-cuff neckline-collar sleeve_style-long_sleeve,1
product_type-shirt fabric-denim style-western color-blue color_group-bright color_group-cool_color neckline-point_collar neckline-button_collar cut-pocket fit-regular,1
product_type-shirt color-pattern color-white color_group-pattern color_group-pale neckline-button_collar cut-pocket fit-regular,1
product_type-shirt color-pattern color-black color_group-pattern color_group-dark neckline-button_collar fit-regular_fit,1
product_type-shirt fit-slim sleeve_style-rollupsleeve color-white color_group-pale cut-button_down cut-button cut-pocket cut-narrow neckline-collar,1
product_type-shirt sleeve_style-short_sleeve neckline-reverecollar color-blue color_group-dark cut-button fit-regular,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-white color-red color_group-pale neckline-reverecollar neckline-button_collar cut-pocket fit-regular_fit fit-loose fit-skinny,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-blue neckline-reverecollar neckline-button_collar cut-pocket fit-regular style-classic,1
product_type-shirt sleeve_style-short_sleeve neckline-point_collar cut-button cut-pocket fit-relaxed fit-oversized color-gray,1
product_type-shirt neckline-reverecollar neckline-button_collar color-blue color-pattern color_group-bright color_group-cool_color color_group-pattern cut-button_down fit-regular,1
product_type-shirt color-pattern color-green color_group-pattern fabric-denim neckline-collar neckline-point_collar cut-button cut-pocket sleeve_style-long_sleeve,1
product_type-shirt fit-fitted fit-slim color-pattern color-black color_group-dark fabric-cotton fabric-woven cut-button_down neckline-button_collar,1
product_type-shirt sleeve_style-short_sleeve neckline-reverecollar neckline-button_collar color-pattern cut-pocket fit-regular fit-classicfit,1
product_type-shirt color-blue color_group-dark cut-button cut-pocket neckline-collar sleeve_style-long_sleeve fit-regular_fit,1
product_type-shirt cut-pocket neckline-button_collar fit-regular_fit color-gray,1
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-short_sleeve cut-button_down cut-pocket neckline-button_collar fit-regular_fit style-classic,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-black color_group-pattern color_group-dark cut-button_down cut-narrow neckline-button_collar fit-slim,1
product_type-shirt fit-regular_fit color-pattern color-white color_group-pale cut-button_down neckline-button_collar,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-green color_group-pattern neckline-button_collar cut-cuff fit-regular_fit,1
product_type-shirt color-pattern color-orange neckline-reverecollar neckline-button_collar cut-pocket fit-relaxed fit-loose fit-oversized,1
product_type-shirt neckline-reverecollar color-green style-fancy cut-button fit-regular,1
product_type-shirt fit-skinny fit-regular color-pattern color-gray color_group-pattern cut-button neckline-button_collar,1
product_type-shirt sleeve_style-short_sleeve fabric-denim color-blue cut-button_down cut-button cut-pocket neckline-collar fit-regular_fit,1
product_type-shirt fit-musclefit fit-slim color-white color_group-pale cut-button_down cut-button cut-closecut neckline-collar,1
product_type-shirt fit-slim color-pattern color-white color_group-pattern color_group-pale neckline-button_collar,1
product_type-shirt fit-slim fit-regular color-orange color-pink color_group-bright color_group-pale neckline-collar cut-button,1
product_type-shirt sleeve_style-short_sleeve fabric-denim style-classic neckline-point_collar cut-pocket fit-regular color-blue,1
product_type-shirt activity-skateboarding color-black color-pattern color_group-dark color_group-pattern neckline-baseball_collar neckline-button_collar fit-regular,1
product_type-shirt sleeve_style-short_sleeve neckline-reverecollar neckline-button_collar color-black color-pattern color_group-dark cut-pocket fit-regular_fit style-classic,1
product_type-shirt fabric-denim color-blue neckline-collar cut-pocket fit-regular_fit,1
product_type-shirt color-pattern color-blue color_group-pattern color_group-pale neckline-collar neckline-button_collar fit-slim cut-narrow,1
product_type-shirt neckline-reverecollar neckline-button_collar sleeve_style-short_sleeve color-pattern color-black color-white color_group-dark color_group-pale fit-regular_fit,1
product_type-shirt color-pattern color-white color_group-pale cut-button_down cut-pocket cut-button neckline-collar fit-regular,1
product_type-shirt fit-slim neckline-button_collar cut-narrow color-blue color_group-dark,1
product_type-shirt fit-regular color-pattern color-blue color_group-pattern color_group-bright color_group-cool_color fabric-flannel neckline-button_collar cut-pocket,1
product_type-shirt cut-button_down cut-pocket sleeve_style-short_sleeve color-pattern color-blue color_group-pattern style-classic neckline-button_collar fit-regular_fit,1
product_type-shirt fit-slim color-pattern color-gray color_group-pattern neckline-point_collar neckline-button_collar cut-narrow,1
product_type-shirt fabric-cotton sleeve_style-short_sleeve neckline-point_collar neckline-button_collar fit-regular color-white color_group-pale,1
product_type-shirt fit-regular color-pattern color-green neckline-reverecollar neckline-button_collar sleeve_style-short_sleeve style-classic,1
product_type-shirt fit-slim neckline-point_collar neckline-button_collar cut-narrow color-blue color_group-dark,1
product_type-shirt fit-muscle_fit fit-skinny color-black color-pattern color_group-dark neckline-point_collar neckline-button_collar,1
product_type-shirt color-pattern color-green neckline-button_collar cut-pocket fit-regular_fit fit-classicfit,1
product_type-shirt fabric-poplin color-white color_group-pale neckline-point_collar neckline-button_collar fit-regular_fit,1
product_type-shirt color-blue color-pattern color_group-pattern neckline-button_collar cut-pocket fit-regular_fit,1
product_type-shirt color-pattern color_group-pattern fit-relaxed fit-regular cut-pocket cut-button neckline-collar,1
product_type-shirt color-white color_group-pale neckline-point_collar neckline-button_collar cut-pocket fit-regular style-classic,1
product_type-shirt style-ripped style-classic fit-regular fabric-denim color-blue color_group-pale neckline-point_collar cut-pocket,1
product_type-shirt sleeve_style-short_sleeve neckline-reverecollar neckline-button_collar color-pattern color-green fit-regular_fit style-classic,1
product_type-shirt fit-slim color-pattern color-gray color_group-pattern color_group-dark neckline-point_collar neckline-button_collar cut-narrow,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-blue color_group-pattern neckline-point_collar neckline-button_collar cut-pocket fit-regular_fit style-classic,1
product_type-shirt length-mini neckline-grandad neckline-collar neckline-button_collar cut-button_down fit-regular style-classic color-blue color_group-bright color_group-dark color_group-cool_color,1
product_type-shirt neckline-reverecollar color-blue color_group-dark cut-button fit-regular_fit style-classic,1
product_type-shirt sleeve_style-short_sleeve color-pattern color-brown neckline-reverecollar cut-button fit-regular_fit fit-classicfit,1
product_type-shirt neckline-reverecollar neckline-button_collar color-pink cut-pocket fit-regular style-classic,1
product_type-shirt fabric-jersey color-gray neckline-point_collar neckline-button_collar fit-regular style-classic,1
product_type-shirt cut-wide color-pattern color-black color_group-dark neckline-button_collar fit-regular,1
