,nbr_response_code,last_nbr_code,last_nlu_intents_list,last_nlu_subvertical,last_nlu_positive_aspects,last_nlu_positive_product_type,last_nlu_gender,last_nlu_age_group,customer_type,platform,os,app,device
#distincts,39,41,80,22,874,138,4,5,3,2,97,47,802
