,row_number,nbr_response_code,count,percent_nbr_response_code,last_nbr_code,count,percent_last_nbr_code,last_nlu_intents_list,count,percent_last_nlu_intents_list,last_nlu_subvertical,count,percent_last_nlu_subvertical,last_nlu_positive_aspects,count,percent_last_nlu_positive_aspects,last_nlu_positive_product_type,count,percent_last_nlu_positive_product_type,last_nlu_positive_brands,count,percent_last_nlu_positive_brands,last_nlu_negative_aspects,count,percent_last_nlu_negative_aspects,last_nlu_negative_product_type,count,percent_last_nlu_negative_product_type,last_nlu_gender,count,percent_last_nlu_gender,last_nlu_age_group,count,percent_last_nlu_age_group,customer_type,count,percent_customer_type,platform,count,percent_platform,os,count,percent_os,app,count,percent_app,device,count,percent_device
21,4,product_type_selection,6138.0,0.09250523714074721,product_type_selection,3583,0.05399906560366524,"[Shop Now, positive]",1433,0.02159661205974108,footwear,4212.0,0.0634786671288412,[cut],1353,0.0203909393697346,jeans,2615,0.03941042605458683,,51,0.0007686163398791313,[cut],47.0,0.0007083327053788073,[flag],23.0,0.00034663089837686314,unisex,897.0,0.013518605036697662,baby,222.0,0.0033457417147679832,,764.0,0.011514174189561889,,,,Mac OS,4757,0.07169231232951034,GSA/Safari,2296,0.03460280620318599,iPad,752,0.011333323286060917
22,8,children_types_question,1537.0,0.023163986556749505,consumer_mismatch,845,0.01273491778819345,"[New Search, neutral]",683,0.010293430590930326,bags,664.0,0.010007083327053789,[neckline],927,0.013970732295450093,vest,1333,0.020089521197232982,"[[false, uspa]]",17,0.0002562054466263771,[weather],16.0,0.0002411345380012961,[vest],9.0,0.00013563817762572906,,,,,,,,,,,,,Android 8.0.0,2292,0.03454252256868567,Chrome/Safari/OPR,407,0.006133859810407969,SM-G965U,541,0.008153361566168825
23,23,,42.0,0.0006329781622534023,no_products_for_type_single,34,0.0005124108932527542,"[Shop for a gift, positive]",23,0.00034663089837686314,cleaning \u0026 organizing,3.0,4.521272587524302e-05,"[size uk, size, size us, size eu]",131,0.001974289029885612,beanie,186,0.0028031890042650672,"[[true, buffalo]]",3,4.521272587524302e-05,"[color, color]",1.0,1.5070908625081006e-05,,,,,,,,,,,,,,,,OS12_1_4,298,0.00449113077027414,Chrome/Safari/EdgA,18,0.0002712763552514581,SM-G950F,180,0.002712763552514581
24,39,best_value_question,1.0,1.5070908625081006e-05,order_information_no_order_number_no_escalation,4,6.0283634500324025e-05,"[Shop Now, Opening, neutral]",7,0.00010549636037556704,,,,"[body type, body type]",40,0.0006028363450032402,swim trunks,64,0.0009645381520051844,"[[true, bass]]",1,1.5070908625081006e-05,,,,,,,,,,,,,,,,,,,OS10_3_3,105,0.0015824454056335055,Mobile],2,3.0141817250162012e-05,SM-G950U1,98,0.0014769490452579386
25,7,sleeve style_question,1701.0,0.02563561557126279,customer_care_url,1235,0.01861257215197504,"[positive, Shop Now]",710,0.010700345123807515,watches,695.0,0.0104742814944313,[sleeve style],983,0.01481470317845463,hoodie,1795,0.027052280982020407,"[[true, pony]]",23,0.00034663089837686314,[style],24.0,0.00036170180700194414,[pants],15.0,0.00022606362937621508,,,,,,,,,,,,,OS13_1,3005,0.045288080418368425,Chrome/Safari/Edge,1246,0.018778352146850932,SM-N950U,552,0.008319141561044715
26,10,fit_question,1256.0,0.018929061233101743,children_types_question,800,0.012056726900064804,"[Shop on sale, neutral]",308,0.00464183985652495,swimwear,179.0,0.0026976926438895,[body type],604,0.009102828809548928,dress,911,0.013729597757448796,"[[true, jack]]",12,0.00018085090350097207,"[size, fabric]",8.0,0.00012056726900064805,[socks],4.0,6.0283634500324025e-05,,,,,,,,,,,,,Android 7.0,1647,0.02482178650550842,Browser,244,0.0036773017045197655,SM-N960U,489,0.007369674317664612
27,38,no_types_for_subvertical_occasion,1.0,1.5070908625081006e-05,trend_offer,4,6.0283634500324025e-05,"[Help, neutral, Shop Now]",8,0.00012056726900064805,,,,"[fit, fit]",43,0.0006480490708784832,sunglasses,67,0.0010097508778804274,"[[false, polo ralph lauren], [false, ralph lauren]]",2,3.0141817250162012e-05,,,,,,,,,,,,,,,,,,,OS12_0_1,113,0.0017030126746341537,Chrome/Safari/Instagram/Android/supra;...,2,3.0141817250162012e-05,SM-G973F,101,0.0015221617711331816
28,25,positive_sku,31.0,0.0004671981673775112,cut_question,28,0.00042198544150226817,"[Shop new arrivals, neutral]",17,0.0002562054466263771,,,,"[color, fabric]",91,0.0013714526848823715,belt,179,0.0026976926438895,"[[false, dr denim], [false, doctor denim]]",2,3.0141817250162012e-05,,,,,,,,,,,,,,,,,,,OS11_4_1,216,0.0032553162630174974,Chrome/UCBrowser/Safari,13,0.0001959218121260531,SAMSUNG SM-N960U,137,0.002064714481636098
29,24,size_chart,41.0,0.0006179072536283213,material_question,30,0.00045212725875243016,"[Shop Now, Opening, positive]",22,0.00033155998975178215,,,,"[size uk, size, size eu, size us]",100,0.0015070908625081005,suit,182,0.002742905369764743,"[[true, duck]]",3,4.521272587524302e-05,[design],1.0,1.5070908625081006e-05,,,,,,,,,,,,,,,,Android 5.1.1,278,0.00418971259777252,OPT,17,0.0002562054466263771,Pixel 2,165,0.002486699923138366
30,29,sub_group_types_question,15.0,0.00022606362937621508,size_chart,25,0.00037677271562702513,"[Shop Now, Introduction, positive]",12,0.00018085090350097207,,,,"[color, neckline]",64,0.0009645381520051844,handbag,138,0.0020797853902611786,"[[true, prada]]",2,3.0141817250162012e-05,,,,,,,,,,,,,,,,,,,OS12_4_3,155,0.002335990836887556,Chrome/Safari/AVG,10,0.00015070908625081005,SAMSUNG SM-G975U,133,0.0020044308471357736
31,21,no_products_for_type_single,82.0,0.0012358145072566425,no_brand_for_type,53,0.0007987581571292933,"[Opening, neutral]",27,0.0004069145328771872,electronics,8.0,0.00012056726900064805,"[size uk, size us, size eu]",165,0.002486699923138366,pajamas,213,0.0032101035371422545,"[[false, varsity]]",3,4.521272587524302e-05,"[size, cut]",2.0,3.0141817250162012e-05,,,,,,,,,,,,,,,,OS12_2,416,0.006269497988033699,dealmoon/dm_protocol/dm_version/dm_channel,30,0.00045212725875243016,SAMSUNG SM-N950U1,204,0.0030744653595165252
32,32,store_locator_button,7.0,0.00010549636037556704,generic_aspect_question,13,0.0001959218121260531,"[Shop Now, Thank You, positive]",11,0.00016577999487589107,,,,"[cut, color]",59,0.0008891836088797794,sandals,112,0.0016879417660090727,"[[true, elastic]]",2,3.0141817250162012e-05,,,,,,,,,,,,,,,,,,,Android 7.1.2,141,0.002124998116136422,DuckDuckGo,5,7.535454312540503e-05,Pixel 2 XL,126,0.0018989344867602067
33,11,consumer_mismatch,1176.0,0.017723388543095263,fit_question,618,0.009313821530300062,"[Shop Now, negative]",291,0.004385634409898573,kitchen,172.0,0.002592196283513933,"[size uk, size uk, size us, size, size us, size eu, size eu]",537,0.0080930779316685,shorts,699,0.010534565128931623,"[[true, ralph lauren]]",9,0.00013563817762572906,[neckline],8.0,0.00012056726900064805,[shoes],4.0,6.0283634500324025e-05,,,,,,,,,,,,,OS12_4,1609,0.02424909197775534,Instagram,135,0.0020345726643859357,SM-G955U,456,0.006872334333036939
34,33,size_question_answer,6.0,9.042545175048603e-05,positive_sku,11,0.00016577999487589107,"[Show Wishlist, neutral, Shop Now]",11,0.00016577999487589107,,,,"[size uk, size uk, size us, size, size us, size eu, size eu, length]",57,0.0008590417916296174,scarf,109,0.0016427290401338297,"[[false, poc]]",2,3.0141817250162012e-05,,,,,,,,,,,,,,,,,,,OS11_4,137,0.002064714481636098,Safari/Line,5,7.535454312540503e-05,Pixel 3,125,0.0018838635781351259
35,14,neckline_question,574.0,0.008650701550796497,fabric_question,508,0.007656021581541151,"[Customer Support, neutral]",133,0.0020044308471357736,toys \u0026 games,88.0,0.0013262399590071286,"[size uk, size uk, size, size us, size us, size eu, size eu]",382,0.0057570870947809445,watch,488,0.007354603409039531,"[[false, jack]]",8,0.00012056726900064805,"[color, color, fabric, size]",4.0,6.0283634500324025e-05,[athletic shoes],3.0,4.521272587524302e-05,,,,,,,,,,,,,,1353,0.0203909393697346,Chrome/Safari/hola_android,62,0.0009343963347550224,SM-G973U,267,0.0040239326028966285
36,2,subvertical_selection,9402.0,0.14169668289301163,shopping_open_question_no_gender,16820,0.2534926830738625,"[Not Understood, neutral]",10396,0.15667716606634213,,24534.0,0.3697496722077374,[color],4314,0.06501589980859947,shirt,10900,0.16427290401338296,"[[true, u.s. polo assn.]]",327,0.004928187120401489,,51.0,0.0007686163398791313,,51.0,0.0007686163398791313,male,25759.0,0.38821153527346164,user,25892.0,0.3902159661205974,New Visitor,14331.0,0.2159811915060359,Desktop,17014.0,0.2564164393471282,Android 9,10345,0.155908549726463,Safari,26779,0.40358386207104424,,12974,0.19552996850180096
37,30,no_lang_support,14.0,0.00021099272075113408,no_products_for_type_and_occasion,15,0.00022606362937621508,"[Bot Question, neutral, Shop Now]",12,0.00018085090350097207,,,,"[size, body type]",63,0.0009494672433801034,shoes,134,0.002019501755760855,"[[true, topmen]]",2,3.0141817250162012e-05,,,,,,,,,,,,,,,,,,,CrOS x86_64 12239.92.0,145,0.0021852817506367458,Chrome/Safari/VivoBrowser,7,0.00010549636037556704,SM-G970U,130,0.0019592181212605307
38,18,clarify_for_product_type_aspect,152.0,0.002290778111012313,product_type_selection_second,226,0.0034060253492683074,"[Thank You, positive, Shop Now]",56,0.0008439708830045363,jewelry,26.0,0.0003918436242521062,"[length, sleeve style]",192,0.002893614456015553,tracksuit,319,0.004807619851400841,"[[false, ralph lauren]]",4,6.0283634500324025e-05,"[fabric, size]",3.0,4.521272587524302e-05,,,,,,,,,,,,,,,,OS13_2_2,651,0.009811161514927735,YaBrowser/Safari,39,0.0005877654363781593,SAMSUNG SM-N950U,233,0.0035115217096438746
39,36,goodbye,2.0,3.0141817250162012e-05,error_with_search,5,7.535454312540503e-05,"[Store Locator, neutral]",9,0.00013563817762572906,,,,"[fabric, fabric]",50,0.0007535454312540503,backpack,77,0.0011604599641312375,"[[true, timberland]]",2,3.0141817250162012e-05,,,,,,,,,,,,,,,,,,,CrOS x86_64 12371.75.0,122,0.0018386508522598827,Chrome/Safari/Core/QQBrowser,3,4.521272587524302e-05,SM-N960F,114,0.0017180835832592348
