,row_number,nbr_response_code,count,percent_nbr_response_code,last_nbr_code,count,percent_last_nbr_code,last_nlu_intents_list,count,percent_last_nlu_intents_list,last_nlu_subvertical,count,percent_last_nlu_subvertical,last_nlu_positive_aspects,count,percent_last_nlu_positive_aspects,last_nlu_positive_product_type,count,percent_last_nlu_positive_product_type,last_nlu_positive_brands,count,percent_last_nlu_positive_brands,last_nlu_negative_aspects,count,percent_last_nlu_negative_aspects,last_nlu_negative_product_type,count,percent_last_nlu_negative_product_type,last_nlu_gender,count,percent_last_nlu_gender,last_nlu_age_group,count,percent_last_nlu_age_group,customer_type,count,percent_customer_type,platform,count,percent_platform,os,count,percent_os,app,count,percent_app,device,count,percent_device
29,24,heel_question,75,0.0006978496924809022,error_with_search,70,0.000651326379648842,"[Opening, neutral, Shop Now]",52,0.00048384245345342553,,,,[design],85,0.0007908963181450225,top,306,0.002847226745322081,,,,,,,,,,,,,,,,,,,,,,CrOS x86_64 11316.165.0,226,0.0021028537400091187,Chrome/Safari/ACHEETAHI,17,0.0001581792636290045,SM-G930V,244,0.002270337666204535
30,29,generic_aspect_question,22,0.00020470257646106464,store_locator_button,25,0.00023261656416030072,"[Shop new arrivals, neutral]",28,0.00026053055185953683,,,,[material],60,0.0005582797539847217,watch,188,0.0017492765624854615,,,,,,,,,,,,,,,,,,,,,,OS12_0_1,147,0.0013677853972625684,Chrome/Safari/Edg,13,0.00012096061336335638,Pixel XL,166,0.0015445739860243967
31,21,error_with_search,180,0.0016748392619541652,material_question,274,0.002549477543196896,"[Shop Now, Back, neutral]",65,0.0006048030668167819,all,32.0,0.00029774920212518495,"[size uk, size us, size eu, color]",108,0.0010049035571724992,boots,411,0.003824216314795344,,,,,,,,,,,,,,,,,,,,,,OS12_1,333,0.0030984526346152057,KAKAOTALK,27,0.0002512258892931248,Pixel 2 XL,266,0.0024750402426656
32,32,order_information_button,15,0.00013956993849618043,generic_aspect_question,11,0.00010235128823053232,"[Choose All, neutral]",14,0.00013026527592976841,,,,"[color, cut]",57,0.0005303657662854857,slip-ons,117,0.0010886455202702074,,,,,,,,,,,,,,,,,,,,,,OS11_2_1,117,0.0010886455202702074,Chrome/YaBrowser/Safari,11,0.00010235128823053232,SM-G965U1,153,0.0014236133726610405
33,11,neckline_question,1689,0.01571557507466992,offer_other_products_for_type,1064,0.0099001609706624,[negative],412,0.003833520977361756,dining,206.0,0.001916760488680878,"[size uk, size eu, size us]",724,0.006736575698082309,hoodie,880,0.008188103058442586,"[[true, madden]]",1.0,9.30466256641203e-06,[length],7.0,6.513263796488421e-05,[shoes],3.0,2.7913987699236088e-05,,,,,,,,,,,,,OS12_3,1470,0.013677853972625683,Chrome/Safari/OPR,181,0.0016841439245205772,SM-G955U,629,0.0058526327542731665
34,33,aspect_question_answer,6,5.5827975398472176e-05,single_type_option_consumer_mismatch,10,9.304662566412029e-05,"[Shop Now, Thank You, positive]",14,0.00013026527592976841,,,,"[cut, cut]",55,0.0005117564411526616,sweatshirt,110,0.0010235128823053233,,,,,,,,,,,,,,,,,,,,,,OS12_1_1,109,0.0010142082197389113,Chrome/Safari/XiaoMi,10,9.304662566412029e-05,vivo 1716,148,0.0013770900598289804
35,14,product_type_selection_second,789,0.007341378764899091,style_question,716,0.006662138397551013,"[negative, Shop Now]",255,0.0023726889544350674,kitchen,161.0,0.0014980506731923366,[length],492,0.004577893982674718,tie,718,0.006680747722683837,,,,"[weather, color]",3.0,2.7913987699236088e-05,[toy],2.0,1.860932513282406e-05,,,,,,,,,,,,,OS12_1_4,859,0.007992705144547934,Chrome/ADG/Safari,82,0.0007629823304457863,SAMSUNG SM-N950U,426,0.003963786253291524
36,2,subvertical_selection_second,19408,0.18058489108892467,subvertical_selection,18648,0.17351334753845152,"[Not Understood, neutral]",21373,0.1988685530319243,clothing,26315.0,0.24485219543513254,[color],6997,0.06510472397718496,shirt,12749,0.11862514305918696,,469.0,0.004363886743647242,,469.0,0.004363886743647242,,469.0,0.004363886743647242,user,3629.0,0.033766620453509255,kids,4299.0,0.04000074437300531,Returning Visitor,27228.0,0.2533473523582667,Desktop,33798.0,0.31447898541959374,OS12_3_1,17391,0.1618173866924716,Safari,30887,0.2873931126887683,iPhone,33049,0.30750979315735116
37,30,size_chart,22,0.00020470257646106464,clarify_for_age_gender,18,0.0001674839261954165,"[Shop Now, Opening, positive]",17,0.0001581792636290045,,,,"[cut, fabric]",59,0.0005489750914183097,handbag,158,0.0014701366854931006,,,,,,,,,,,,,,,,,,,,,,CrOS x86_64 11895.118.0,138,0.00128404343416486,Chrome/Crosswalk/Safari/NAVER(inapp;/search;,12,0.00011165595079694435,SAMSUNG SM-G955U,159,0.0014794413480595126
38,18,no_products_for_type_single,387,0.003600904413201455,clarify_for_product_type,316,0.002940273370986201,"[Shop for a gift, positive]",85,0.0007908963181450225,jewelry,63.0,0.0005861937416839578,"[style, fit]",186,0.0017306672373526375,pajamas,535,0.0049779944730304355,,,,[hips size],1.0,9.30466256641203e-06,[bra],1.0,9.30466256641203e-06,,,,,,,,,,,,,OS12_0,476,0.004429019381612126,Chrome/Safari/EdgA,43,0.00040010049035571726,SM-G950F,333,0.0030984526346152057
39,36,no_types_for_subvertical_occasion,3,2.7913987699236088e-05,aspect_question_answer,3,2.7913987699236088e-05,"[Help, positive, Shop Now]",10,9.304662566412029e-05,,,,"[body type, fit]",48,0.0004466238031877774,towel,102,0.0009490755817740269,,,,,,,,,,,,,,,,,,,,,,CrOS x86_64 12105.75.0,80,0.0007443730053129623,dealmoon/dm_protocol/dm_version/dm_channel,10,9.304662566412029e-05,SM-N950F,126,0.0011723874833679156
