,nbr_response_code,last_nbr_code,last_nlu_intents_list,last_nlu_subvertical,last_nlu_positive_aspects,last_nlu_positive_product_type,last_nlu_gender,last_nlu_age_group,customer_type,platform,os,app,device
#distincts,40,43,74,21,558,188,4,5,3,4,98,72,1053
