doc,class
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark neckline-collar_button fit-relaxed fit-baggy,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark neckline-point_collar neckline-collar_button cut-pocket fit-relaxed,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark neckline-collar_button fit-relaxed fit-baggy,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark neckline-point_collar neckline-collar_button cut-pocket fit-relaxed,0
product_type-shirt color-pattern color-white color_group-pattern color_group-pale fit-slouchy fit-relaxed style-feminine cut-pocket cut-button fabric-cotton,0
product_type-shirt color-pattern color-white color_group-pattern color_group-pale fit-slouchy fit-relaxed style-feminine cut-pocket cut-button fabric-cotton,0
product_type-shirt color-pattern color-white color_group-pattern color_group-pale fit-slouchy fit-relaxed style-feminine cut-pocket cut-button fabric-cotton,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-black color_group-pattern color_group-dark fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-white color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-white color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-white color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-white color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-white color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-white color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-white color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-white color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-black color_group-pattern color_group-dark fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-black color_group-pattern color_group-dark fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-black color_group-pattern color_group-dark fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-black color_group-pattern color_group-dark fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-brown color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-black color_group-pattern color_group-dark fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-black color_group-pattern color_group-dark fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-black color_group-pattern color_group-dark fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-brown color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-brown color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-brown color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-brown color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-brown color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-brown color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-vintage style-boho fabric-lace fabric-chiffon color-pattern color-brown color_group-pattern color_group-pale fit-loose,0
product_type-shirt style-retro color-pattern color-black color_group-pattern color_group-dark neckline-v_neck neckline-halterneck sleeve_style-long_sleeve fit-loose,0
product_type-shirt style-retro color-pattern color-black color_group-pattern color_group-dark neckline-v_neck neckline-halterneck sleeve_style-long_sleeve fit-loose,0
product_type-shirt style-retro color-pattern color-black color_group-pattern color_group-dark neckline-v_neck neckline-halterneck sleeve_style-long_sleeve fit-loose,0
product_type-shirt style-retro color-pattern color-black color_group-pattern color_group-dark neckline-v_neck neckline-halterneck sleeve_style-long_sleeve fit-loose,0
product_type-shirt style-retro color-pattern color-black color_group-pattern color_group-dark neckline-v_neck neckline-halterneck sleeve_style-long_sleeve fit-loose,0
product_type-shirt style-retro color-pattern color-brown color_group-pattern color_group-pale neckline-v_neck neckline-halterneck sleeve_style-long_sleeve fit-loose,0
product_type-shirt style-retro color-pattern color-brown color_group-pattern color_group-pale neckline-v_neck neckline-halterneck sleeve_style-long_sleeve fit-loose,0
product_type-shirt style-retro color-pattern color-brown color_group-pattern color_group-pale neckline-v_neck neckline-halterneck sleeve_style-long_sleeve fit-loose,0
product_type-shirt style-retro color-pattern color-brown color_group-pattern color_group-pale neckline-v_neck neckline-halterneck sleeve_style-long_sleeve fit-loose,0
product_type-shirt style-retro color-pattern color-brown color_group-pattern color_group-pale neckline-v_neck neckline-halterneck sleeve_style-long_sleeve fit-loose,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve color-green,0
product_type-shirt sleeve_style-short_sleeve color-green,0
product_type-shirt sleeve_style-short_sleeve color-green,0
product_type-shirt sleeve_style-short_sleeve color-green,0
product_type-shirt sleeve_style-short_sleeve color-green,0
product_type-shirt sleeve_style-short_sleeve color-black color_group-dark,0
product_type-shirt sleeve_style-short_sleeve color-black color_group-dark,0
product_type-shirt sleeve_style-short_sleeve color-black color_group-dark,0
product_type-shirt sleeve_style-short_sleeve color-black color_group-dark,0
product_type-shirt sleeve_style-short_sleeve color-black color_group-dark,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-green,0
product_type-shirt sleeve_style-short_sleeve color-green,0
product_type-shirt sleeve_style-short_sleeve color-green,0
product_type-shirt sleeve_style-short_sleeve color-green,0
product_type-shirt sleeve_style-short_sleeve color-green,0
product_type-shirt sleeve_style-short_sleeve color-black color_group-dark,0
product_type-shirt sleeve_style-short_sleeve color-black color_group-dark,0
product_type-shirt sleeve_style-short_sleeve color-black color_group-dark,0
product_type-shirt sleeve_style-short_sleeve color-black color_group-dark,0
product_type-shirt sleeve_style-short_sleeve color-black color_group-dark,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt sleeve_style-short_sleeve color-gray,0
product_type-shirt style-elegant color-black color_group-dark sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-black color_group-dark sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-black color_group-dark sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-black color_group-dark sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-blue sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-blue sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-blue sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-blue sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-gray sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-gray sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-gray sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-green sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-gray sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-green sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-green sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt style-elegant color-green sleeve_style-3_4_sleeve fit-loose cut-wide cut-cuff neckline-turtleneck,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-pink,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-blue,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-blue,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-blue,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-blue,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-green,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-green,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-green,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-green,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-pink,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-pink,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-pink,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-red,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-gray,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-gray,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-gray,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-gray,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-black color_group-dark,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-black color_group-dark,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-black color_group-dark,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-black color_group-dark,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-red,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-red,0
product_type-shirt fit-loose sleeve_style-batwing sleeve_style-long_sleeve color-red,0
product_type-shirt style-elegant style-sexy style-simple style-lady style-boho cut-flare cut-ruffle cut-open_back cut-backless cut-strap color-pattern color-white color_group-pattern color_group-pale neckline-off_shoulder neckline-strapless neckline-halter neckline-sweetheart neckline-v_neck neckline-spaghetti_strap neckline-deep_v fabric-lace fabric-chiffon fabric-sequin fit-slim fit-high_waist length-mini length-knee_length length-long sleeve_style-sleeveless activity-beach,0
product_type-shirt style-elegant style-sexy style-simple style-lady style-boho cut-flare cut-ruffle cut-open_back cut-backless cut-strap color-pattern color-white color_group-pattern color_group-pale neckline-off_shoulder neckline-strapless neckline-halter neckline-sweetheart neckline-v_neck neckline-spaghetti_strap neckline-deep_v fabric-lace fabric-chiffon fabric-sequin fit-slim fit-high_waist length-mini length-knee_length length-long sleeve_style-sleeveless activity-beach,0
product_type-shirt style-elegant style-sexy style-simple style-lady style-boho cut-flare cut-ruffle cut-open_back cut-backless cut-strap color-pattern color-white color_group-pattern color_group-pale neckline-off_shoulder neckline-strapless neckline-halter neckline-sweetheart neckline-v_neck neckline-spaghetti_strap neckline-deep_v fabric-lace fabric-chiffon fabric-sequin fit-slim fit-high_waist length-mini length-knee_length length-long sleeve_style-sleeveless activity-beach,0
product_type-shirt style-elegant style-sexy style-simple style-lady style-boho cut-flare cut-ruffle cut-open_back cut-backless cut-strap color-pattern color-white color_group-pattern color_group-pale neckline-off_shoulder neckline-strapless neckline-halter neckline-sweetheart neckline-v_neck neckline-spaghetti_strap neckline-deep_v fabric-lace fabric-chiffon fabric-sequin fit-slim fit-high_waist length-mini length-knee_length length-long sleeve_style-sleeveless activity-beach,0
product_type-shirt fit-loose fabric-cotton sleeve_style-long_sleeve cut-hood neckline-collar,0
product_type-shirt fit-loose fabric-cotton sleeve_style-long_sleeve cut-hood neckline-collar,0
product_type-shirt fit-loose fabric-cotton sleeve_style-long_sleeve cut-hood neckline-collar,0
product_type-shirt fit-loose fabric-cotton sleeve_style-long_sleeve cut-hood neckline-collar,0
product_type-shirt sleeve_style-short_sleeve color-pattern color-gray color_group-pattern fit-loose cut-lace_up,0
product_type-shirt sleeve_style-short_sleeve color-pattern color-gray color_group-pattern fit-loose cut-lace_up,0
product_type-shirt sleeve_style-short_sleeve color-pattern color-gray color_group-pattern fit-loose cut-lace_up,0
product_type-shirt sleeve_style-short_sleeve color-pattern color-gray color_group-pattern fit-loose cut-lace_up,0
product_type-shirt sleeve_style-short_sleeve color-pattern color-green color_group-pattern fit-loose cut-lace_up,0
product_type-shirt sleeve_style-short_sleeve color-pattern color-green color_group-pattern fit-loose cut-lace_up,0
product_type-shirt sleeve_style-short_sleeve color-pattern color-green color_group-pattern fit-loose cut-lace_up,0
product_type-shirt sleeve_style-short_sleeve color-pattern color-green color_group-pattern fit-loose cut-lace_up,0
product_type-shirt color-white color_group-pale neckline-crew_neck sleeve_style-long_sleeve length-long fabric-cotton fabric-polyester,0
product_type-shirt color-white color_group-pale neckline-crew_neck sleeve_style-long_sleeve length-long fabric-cotton fabric-polyester,0
product_type-shirt color-white color_group-pale neckline-crew_neck sleeve_style-long_sleeve length-long fabric-cotton fabric-polyester,0
product_type-shirt color-white color_group-pale neckline-crew_neck sleeve_style-long_sleeve length-long fabric-cotton fabric-polyester,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-black color_group-dark fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-solid color-pattern fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-solid color-pattern fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-solid color-pattern fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-solid color-pattern fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-solid color-pattern fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-solid color-pattern fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-black color_group-dark fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-black color_group-dark fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-black color_group-dark fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-black color_group-dark fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-red fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-black color_group-dark fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-white color_group-pale fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-white color_group-pale fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-white color_group-pale fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-white color_group-pale fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-white color_group-pale fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-white color_group-pale fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-red fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-red fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-red fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-red fit-loose,0
product_type-shirt style-elegant cut-ruffle cut-flare color-pattern color-red fit-loose,0
product_type-shirt color-pattern color-red color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-red color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-red color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-red color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-red color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-red color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-black color_group-pattern color_group-pale color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-blue color_group-pattern color_group-pale sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-blue color_group-pattern color_group-pale sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-blue color_group-pattern color_group-pale sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-blue color_group-pattern color_group-pale sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-blue color_group-pattern color_group-pale sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-blue color_group-pattern color_group-pale sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-black color_group-pattern color_group-pale color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-black color_group-pattern color_group-pale color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-black color_group-pattern color_group-pale color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-black color_group-pattern color_group-pale color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-white color-black color_group-pattern color_group-pale color_group-dark sleeve_style-long_sleeve neckline-collar fit-loose style-sexy,0
product_type-shirt color-pattern color-red color_group-pattern sleeve_style-long_sleeve neckline-v neckline-collar fabric-cotton,0
product_type-shirt color-pattern color-red color_group-pattern sleeve_style-long_sleeve neckline-v neckline-collar fabric-cotton,0
product_type-shirt color-pattern color-red color_group-pattern sleeve_style-long_sleeve neckline-v neckline-collar fabric-cotton,0
product_type-shirt color-pattern color-red color_group-pattern sleeve_style-long_sleeve neckline-v neckline-collar fabric-cotton,0
product_type-shirt color-pattern color-red color_group-pattern sleeve_style-long_sleeve neckline-v neckline-collar fabric-cotton,0
product_type-shirt color-pattern color-red color_group-pattern sleeve_style-long_sleeve neckline-v neckline-collar fabric-cotton,0
product_type-shirt color-black color_group-dark neckline-crewneck sleeve_style-long_sleeve length-long,0
product_type-shirt color-black color_group-dark neckline-crewneck sleeve_style-long_sleeve length-long,0
product_type-shirt color-black color_group-dark neckline-crewneck sleeve_style-long_sleeve length-long,0
product_type-shirt color-black color_group-dark neckline-crewneck sleeve_style-long_sleeve length-long,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-red color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-yellow color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-yellow color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-white color_group-pattern color_group-pale style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-white color_group-pattern color_group-pale style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-white color_group-pattern color_group-pale style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-yellow color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-white color_group-pattern color_group-pale style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-red color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-red color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-red color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-pink color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-pink color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-pink color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-green color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-pink color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-black color_group-pattern color_group-dark style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-green color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-green color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-green color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-black color_group-pattern color_group-dark style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-yellow color_group-pattern style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-black color_group-pattern color_group-dark style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt sleeve_style-long_sleeve color-pattern color-black color_group-pattern color_group-dark style-sexy style-vintage neckline-v_neck neckline-collar,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-long_sleeve sleeve_style-short_sleeve fabric-cotton fabric-chiffon style-feminine,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-long_sleeve sleeve_style-short_sleeve fabric-cotton fabric-chiffon style-feminine,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-long_sleeve sleeve_style-short_sleeve fabric-cotton fabric-chiffon style-feminine,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-long_sleeve sleeve_style-short_sleeve fabric-cotton fabric-chiffon style-feminine,0
product_type-shirt color-pattern color-blue color_group-pattern color_group-dark sleeve_style-long_sleeve sleeve_style-short_sleeve fabric-cotton fabric-chiffon style-feminine,0
product_type-shirt color-pattern color-brown color_group-pattern sleeve_style-long_sleeve sleeve_style-short_sleeve fabric-cotton fabric-chiffon style-feminine,0
product_type-shirt color-pattern color-brown color_group-pattern sleeve_style-long_sleeve sleeve_style-short_sleeve fabric-cotton fabric-chiffon style-feminine,0
product_type-shirt color-pattern color-brown color_group-pattern sleeve_style-long_sleeve sleeve_style-short_sleeve fabric-cotton fabric-chiffon style-feminine,0
product_type-shirt color-pattern color-brown color_group-pattern sleeve_style-long_sleeve sleeve_style-short_sleeve fabric-cotton fabric-chiffon style-feminine,0
